"Date","Status","Home","Score","","Away","Attd"
"","","Young (13'), Mata (27'), Lukaku (40'), Rashford (82')","","","Kamara (66' pen)",""
"8/12/2018","FT","West Ham United","3","2","Crystal Palace","56,995"
"","","Snodgrass (49'), Hernandez (62'), Anderson (66')","","","McArthur (5'), Schlupp (76')",""
"9/12/2018","FT","Newcastle United","1","2","Wolverhampton Wanderers","50,223"
"","","Perez (23')","","","Jota (17'), Doherty (90')",""
"10/12/2018","FT","Everton","2","2","Watford","38,400"
"","","Richarlison (15'), Digne (90')","","","Coleman (63' og), Doucoure (65')",""
"15/12/2018","FT","Crystal Palace","1","0","Leicester City","24,738"
"","","Milivojevic (38')","","","",""
"15/12/2018","FT","Fulham","0","2","West Ham United","24,081"
"","","","","","Snodgrass (17'), Antonio (28')",""
"15/12/2018","FT","Huddersfield Town","0","1","Newcastle United","24,036"
"","","","","","Rondon (55')",""
"15/12/2018","FT","Manchester City","3","1","Everton",""
"","","Jesus (20', 51'), Sterling (69')","","","Calvert-Lewin (65')",""
"15/12/2018","FT","Tottenham Hotspur","1","0","Burnley","41,645"
"","","Eriksen (90')","","","",""
"15/12/2018","FT","Watford","3","2","Cardiff City","20,032"
"","","Deulofeu (15'), Holebas (51'), Quina (68')","","","Hoilett (80'), Reid (82')",""
"15/12/2018","FT","Wolverhampton Wanderers","2","0","AFC Bournemouth","30,997"
"","","Jimenez (12'), Cavaleiro (90')","","","",""
"16/12/2018","FT","Brighton & Hove Albion","1","2","Chelsea","30,645"
"","","Junior (65')","","","Pedro (16'), Hazard (32')",""
"16/12/2018","FT","Liverpool","3","1","Manchester United","52,908"
"","","Mane (23'), Shaqiri (72', 80')","","","Lingard (32')",""
"16/12/2018","FT","Southampton","3","2","Arsenal","29,497"
"","","Ings (20', 43'), Austin (85')","","","Mkhitaryan (28', 53')",""
"21/12/2018","FT","Wolverhampton Wanderers","0","2","Liverpool","31,358"
"","","","","","Salah (18'), van Dijk (68')",""
"22/12/2018","FT","AFC Bournemouth","2","0","Brighton & Hove Albion","10,491"
"","","Brooks (20', 77')","","","",""
"22/12/2018","FT","Arsenal","3","1","Burnley","59,493"
"","","Aubameyang (14', 48'), Iwobi (90')","","","Barnes (63')",""
"22/12/2018","FT","Cardiff City","1","5","Manchester United","33,028"
"","","Camarasa (36')","","","Rashford (3'), Herrera (27'), Martial (39'), Lingard (57', 88')",""
"22/12/2018","FT","Chelsea","0","1","Leicester City","40,558"
"","","","","","Vardy (51')",""
"22/12/2018","FT","Huddersfield Town","1","3","Southampton","22,384"
"","","Billing (59')","","","Redmond (15'), Ings (42'), Obafemi (72')",""
"22/12/2018","FT","Manchester City","2","3","Crystal Palace","54,340"
"","","Gundogan (26'), De Bruyne (84')","","","Schlupp (32'), Townsend (35'), Milivojevic (51')",""
"22/12/2018","FT","Newcastle United","0","0","Fulham","51,237"
"22/12/2018","FT","West Ham United","0","2","Watford","56,833"
"","","","","","Deeney (28'), Deulofeu (86')",""
"23/12/2018","FT","Everton","2","6","Tottenham Hotspur","39,319"
"","","Sigursson (52')","","","Son (27', 61'), Alli (35'), Kane (41', 73'), Eriksen (48')",""
"26/12/2018","FT","Brighton & Hove Albion","1","1","Arsenal","30,608"
"","","Locadia (33')","","","Aubameyang (7')",""
"26/12/2018","FT","Burnley","1","5","Everton","21,484"
"","","Gibson (36')","","","Mina (3'), Digne (13', 71'), Sigursson (22'), Richarlison (90')",""
"26/12/2018","FT","Crystal Palace","0","0","Cardiff City","25,206"
"26/12/2018","FT","Fulham","1","1","Wolverhampton Wanderers","24,382"
"","","Sessegnon (73')","","","Saiss (84')",""
"26/12/2018","FT","Leicester City","2","1","Manchester City","32,090"
"","","Albrighton (18'), Pereira (80')","","","Silva (14')",""
"26/12/2018","FT","Liverpool","4","0","Newcastle United","53,318"
"","","Lovren (10'), Salah (47'), Shaqiri (80'), Fabinho (85')","","","",""
"26/12/2018","FT","Manchester United","3","1","Huddersfield Town","74,523"
"","","Matic (27'), Pogba (64'), Fred (77')","","","Jrgensen (87')",""
"26/12/2018","FT","Tottenham Hotspur","5","0","AFC Bournemouth","45,154"
"","","Eriksen (15'), Son (21', 71'), Lucas (34'), Kane (60')","","","",""
"26/12/2018","FT","Watford","1","2","Chelsea","20,415"
"","","Pereyra (45')","","","Hazard (44', 58')",""
"27/12/2018","FT","Southampton","1","2","West Ham United","31,654"
"","","Redmond (51')","","","Anderson (54', 58')",""
"29/12/2018","FT","Brighton & Hove Albion","1","0","Everton","30,597"
"","","Locadia (59')","","","",""
"29/12/2018","FT","Fulham","1","0","Huddersfield Town","24,423"
"","","Mitrovic (90')","","","",""
"29/12/2018","FT","Leicester City","0","1","Cardiff City","32,047"
"","","","","","Camarasa (90')",""
"29/12/2018","FT","Liverpool","5","1","Arsenal","53,326"
"","","Firmino (14', 16', 65' pen), Mane (30'), Salah (45')","","","Maitland-Niles (11')",""
"29/12/2018","FT","Tottenham Hotspur","1","3","Wolverhampton Wanderers","46,356"
"","","Kane (20')","","","Boly (72'), Jimenez (82'), Costa (85')",""
"29/12/2018","FT","Watford","1","1","Newcastle United","20,336"
"","","Doucoure (81')","","","Rondon (28')",""
"30/12/2018","FT","Burnley","2","0","West Ham United","20,933"
"","","Wood (15'), McNeil (32')","","","",""
"30/12/2018","FT","Crystal Palace","0","1","Chelsea","25,781"
"","","","","","Kante (51')",""
"30/12/2018","FT","Manchester United","4","1","AFC Bournemouth","74,556"
"","","Pogba (5', 32'), Rashford (43'), Lukaku (72')","","","Ake (45')",""
"30/12/2018","FT","Southampton","1","3","Manchester City","31,381"
"","","Hjbjerg (35')","","","Silva (10'), Ward-Prowse (43' og), Aguero (45')",""
